name,words
대한제분,"['곡물가공품, 전분 및 전분제품 제조업', '소맥분,토코밀,프리믹스,밀가루조제품,제분부산물 제조/파스타 수입,판매', '식품', '제분', '대한', '경제', '이재영', '부사장', '기자', 'PER']"
한화,"['기타 화학제품 제조업', '화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고', '화학', '경제', '한화그룹', '솔루션', '코로나', '태양광', '이사', '금융']"
이그잭스,"['전자부품 제조업', '화학제품 및 전자재료', '전자장비와기기', '잭스', '개발', '기업', '뮤', '기술', '백신', '미국']"
NHN한국사이버결제,"['기타 정보 서비스업', '전자결제서비스업', 'IT서비스', '결제', 'NHN', '사이버', '경제', '매수', '거래', '외국인']"
서암기계공업,"['일반 목적용 기계 제조업', '공작기계부품(정밀기어,척),산업기계 제조부동산 임대', '기계', '기계', '공업', '서암', '경제', '영업', '이익', '대비']"
바른테크놀로지,"['통신 및 방송 장비 제조업', '네트워크 통합사업,네트워크 장비, 光 전송장비, S/W 제조, 네트워크관리', '통신장비', '바른', '테크놀로지', '경제', '변경', '대표', '기자', '이사']"
테라셈,"['반도체 제조업', '이미지센서 패키징', '반도체와반도체장비', '경제', '외국인', '테라', '단기', '정배', '기관', '중기']"
메가엠디,"['일반 교습 학원', '의학, 치의학, 법학 전문대학원, 약학대학 입학시험 대비 강의', '교육서비스', '디', '경제', '외국인', '기관', '전일', '대량', '주가']"
카페24,"['자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업', '쇼핑몰솔루션, 광고솔루션, 호스팅솔루션', 'IT서비스', '카페', '쇼핑몰', '온라인', '서비스', '경제', '성장', '전자']"
중앙오션,"['중앙', '오션', '이사', '경제', '개발', '치료제', '코로나']"
원익IPS,"['특수 목적용 기계 제조업', '반도체 제조용 기계', '반도체와반도체장비', 'IPS', '원익', '장비', '반도체', '경제', '디스플레이', '코로나']"
SK머티리얼즈,"['기초 화학물질 제조업', '반도체 및 디스플레이용 특수가스(NF3, SiH4, WF6 등)', '디스플레이장비및부품', 'SK', '머티', '리얼', '경제', '반도체', '소재', '가스']"
아이씨케이,"['전자부품 제조업', '신용카드 및 전자화폐 등', '전자장비와기기', '경제', '아이', '외국인', '만주', '대량', '전일', '정배']"
포스코강판,"['1차 철강 제조업', '용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매', '비철금속', '경제', '종목', '테마', '기관', '상승', '주요', '재무']"
오로라,"['전문디자인업', '캐릭터디자인,캐릭터완구 등', '레저용장비와제품', '경제', '신비', '외국인', '아파트', '한국', '기자', '만주']"
고려제강,"['1차 철강 제조업', 'PC강선,선재 2차제품,와이어로프,비드와이어,SC(Surpass Coat) Stand,각종선재 제조,도매', '철강', '제강', '고려', '경제', '기자', '영업', '전년', '손익']"
테고사이언스,"['기초 의약물질 및 생물학적 제제 제조업', '피부세포치료제', '생물공학', '사이언스', '경제', '세포', '임상', '치료제', '시장', '파열']"
현대사료,"['동물용 사료 및 조제식품 제조업', '양계, 양돈 배합사료', '식품', '사료', '현대', '경제', '테마', '차트', '배합', '기사']"
솔브레인,"['기타 화학제품 제조업', '반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등', '반도체와반도체장비', '브레인', '경제', '반도체', '생산', '외국인', '이익', '불화']"
해성디에스,"['전자부품 제조업', '반도체 패키지용 Substrate', '반도체와반도체장비', '해성', '에스', '매출액', '영업', '경제', '전년', '투자']"
솔루에타,"['전자부품 제조업', '전자파 차폐소재', '자동차부품', '에타', '티에스', '경제', '수주', 'LNG', '교환기', '대표']"
아이진,"['자연과학 및 공학 연구개발업', '당뇨성망막병증 치료제, 욕창치료제, 자궁경부암 예방 백신 등', '생물공학', '경제', '이진', '외국인', '면역', '뉴스', '특허', '백신']"
덕우전자,"['전자부품 제조업', '카메라 모듈 부품', '핸드셋', '전자', '덕우', '증가', '영업', '판매량', '주가', '대비']"
우리산업홀딩스,"['자동차 신품 부품 제조업', 'HVAC ACTUATOR (자동차 공조장치 부품 등)', '자동차부품', '홀딩스', '산업', '경제', '한국', '단기', '정배', '실적']"
한독,"['의약품 제조업', '의약품(소화제,크라포란,라식스)제조,도매,부동산 임대', '가정용기기와용품', '성장', '영업', '바이오', '의약품', '유진', '경제', '기자']"
이노와이즈,"['특수 목적용 기계 제조업', '자동차용프레스금형', '자동차부품', '화신', '테크', '경제', '기자', '증자', '발행', '뉴스']"
클리오,"['기타 화학제품 제조업', '색조화장품, 기초화장품', '화장품', '경제', '예상', '영업', '성장', '중국', '온라인', '투자']"
청호컴넷,"['호컴', '경제', '감자', '결정', '감소', '무상', '금융']"
금비,"['유리 및 유리제품 제조업', '유리제품(주류병) 제조/화장품 도소매,수입(병제조기기)', '포장재', '경제', '단기', '중기', '기관', '정배', '유리', '개발']"
해성옵틱스,"['사진장비 및 광학기기 제조업', '휴대폰용 렌즈모듈 및 카메라모듈', '핸드셋', '옵틱', '해성', '경제', '모듈', '영업', '외국인', '매수']"
한국공항,"['기타 운송관련 서비스업', '항공기 지상조업,항공화물 상하역,장비대여,항공용역사업,항공기급유,항공화물 취급,보관,부정기헬기운송,여행알선,광업,먹는샘물 제조,농축산업', '운송인프라', '공항', '경제', '지상', '한경', '한진', '코로나', '매각']"
나노엔텍,"['의료용 기기 제조업', '의료기기 및 실험기기', '생명과학도구및서비스', '나노', '경제', '코로나', '진단', '키트', '수출', '기관']"
옴니시스템,"['측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외', '전자식전력량계,설비미터,원격검침시스템', '전자장비와기기', '옴니', '시스템', '경제', '기자', '전일', 'PBR', '시장']"
전진바이오팜,"['기타 화학제품 제조업', '방충방향제, 유해동물피해감소제, 기생충피해감소제', '화학', '전진', '바이오팜', '경제', '공시', '공급', '방충', '방향제']"
금호타이어,"['고무제품 제조업', '타이어,튜브 제조,도매,무역', '자동차부품', '타이어', '금호', '경제', '제품', '공장', '디자인', '코로나']"
바디텍메드,"['의료용품 및 기타 의약 관련제품 제조업', '기업인수합병', '생명과학도구및서비스', '메드', '바디', '경제', '진단', '키트', '외국인', '항체']"
지니언스,"['소프트웨어 개발 및 공급업', '네트워크 접근 제어 솔루션(NAC)', '소프트웨어', '지니', '언스', '보안', '시장', 'NAC', '솔루션', 'EDR']"
원익홀딩스,"['기타 금융업', '가스캐비닛', '반도체와반도체장비', '원익', '홀딩스', '경제', 'PBR', '실적', '업종', '대비']"
동원수산,"['어로 어업', '원양어업/수산물 제조,가공/참치어류 냉동냉장업', '식품', '영업', '경제', '동원', '수산', '전년', '매출액', '한국']"
대원미디어,"['기타 전문 도매업', '캐릭터 사업, 만화영화 제작', '방송과엔터테인먼트', '닌텐도', '스위치', '동물', '게임', '방영', '다양', '경제']"
한솔홀딩스,"['기타 금융업', '지주회사,경영자문컨설팅', '종이와목재', '한솔', '홀딩스', '경제', '주주', '사외', '소각', '외국인']"
GH신소재,"['기타 섬유제품 제조업', '자동차용 부직포, 폴리우레탄 폼', '자동차부품', '소재', '경제', '정배', '한국', 'GH']"
애경산업,"['기타 화학제품 제조업', ""Age 20's,루나, 트리오, 2080치약, 순샘, 제트 등"", '화장품', '애경', '산업', '경제', '애경그룹', '브랜드', '제품', '피부']"
삼성카드,"['기타 금융업', '신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매', '카드', '카드', '경제', '제공', '삼성', '할인', '혜택', '고객']"
나무가,"['전자부품 제조업', '스마트폰 카메라모듈, 노트북 카메라모듈', '핸드셋', '나무', '드림', '모듈', '인수', '카메라', '경제', '대표']"
이구산업,"['1차 비철금속 제조업', '동판.조,황동판.조,인청동판.조 제조,임가공/부동산 임대', '비철금속', '경제', '산업', '기사', '선', '뉴스', '외국인']"
동성제약,"['의약품 제조업', '의약품,화장품 제조,도매', '제약', '동성', '제약', '경제', '외국인', '상승', '기사', '기관']"
골프존,"['소프트웨어 개발 및 공급업', '골프시뮬레이터', '레저용장비와제품', '골프', '코로나', '스크린골프', '서비스', '경제', '대회', '증가']"
신세계건설,"['건물 건설업', '토목,건축,건축관련기술서비스,빌딩관리용역,골프장,내장공사,시설개보수,설계용역', '건설', '건설', '경제', '신세계', '세계', '빌리', '규모', '해운대']"
세우글로벌,"['기타 전문 도매업', '화공약품.엔지니어링 플라스틱,페놀계제품,석유화학제품 판매/철재가구,사무목재가구 제조/교육사업', '판매업체', '세우', '글로벌', '경제', '만주', '기관', '외국인', '연속']"
루트로닉,"['의료용 기기 제조업', '의료용레이저기기', '건강관리장비와용품', '경제', '루트', '영업', '전환', '매출액', '트로닉', '레이저']"
텔레필드,"['통신 및 방송 장비 제조업', '광전송장비', '통신장비', '장비', '경제', '금융', '텔레', '필드', '연구', '국가']"
SKC,"['기타 화학제품 제조업', '폴리에스테르필름,합성수지,LCD용 필름 제조', '화학', '소재', '경제', '동박', 'KCFT', '영업', '필름', '공장']"
디딤,"['음식점업', '직영음식점, 축산물가공, 프랜차이즈', '호텔,레스토랑,레저', '경제', '파키스탄', '현지', '중동', '마포', '갈매기', '프랜차이즈']"
SBS,"['텔레비전 방송업', 'TV,라디오방송,광고', '방송과엔터테인먼트', '드라마', '분기', '경제', '제작', '영업', '매출액', '웍스']"
대한제강,"['1차 철강 제조업', '제강,철재,철근,환봉,마환봉,빌레트 제조', '철강', '대한', '제강', '경제', '철근', '수요', '대비', '외국인']"
포스코인터내셔널,"['상품 중개업', '무역(철강,화학,자동차부품),수출주선,대행,알선,가공원단,폴리우레탄,자동차시트 제조', '무역회사와판매업체', '포스코', '인터내셔널', '경제', '영업', '기업', '지원', '미얀마']"
뉴보텍,"['플라스틱제품 제조업', '고강성 PVC DC, HDPE 등', '건축제품', '경제', '기사', '차트', '관련', '상승', '정배', '점수']"
아이에이네트웍스,"['전자부품 제조업', '이미지센서 패키징', '반도체와반도체장비', '아이', '웍스', '이네트', 'QRNG', '경제', '모듈', '양자']"
이원컴포텍,"['자동차 신품 부품 제조업', '에어서스펜션 시트/일반고정형 시트/스프링서스펜션 시트', '자동차부품', '포텍', '이원', '경제', '교수', '바이오', '이노베이션', '주식']"
에스넷,"['컴퓨터 프로그래밍, 시스템 통합 및 관리업', '네트워크장비 설치 및 납품, 유지보수', '통신장비', '에스', '경제', '시스템', '철도', '영업', '이익', '회장']"
파인넥스,"['넥스', '파인', '폐지', '매매', '정리', '경제', '제출']"
화신정공,"['자동차 신품 부품 제조업', '자동차부품', '자동차부품', '정공', '화신', '경제', '영업', '매출액', '이익', '전년']"
팬젠,"['의약품 제조업', '바이오시밀러 의약품 개발, 바이오의약품 개발 기술이전 서비스 등', '생물공학', '경제', '규모', '의약품', '바이오', 'YL', '생산', '세대']"
제이브이엠,"['일반 목적용 기계 제조업', '전자동 정제,분류 및 포장시스템', '건강관리장비와용품', '제이브이', '경제', '영업', '이익', '전년', '대비', '약국']"
피씨디렉트,"['기계장비 및 관련 물품 도매업', '스토리지(HDD), 프로세서(CPU), Memory, Monitor등', '컴퓨터와주변기기', '디렉트', '경제', '외국인', '분기', '영업', '아시아', '기사']"
현대그린푸드,"['종합 소매업', '백화점,여행알선,숙박,음식점/부동산 임대', '식품과기본식료품소매', '현대', '푸드', '그린', '식단', '건강', '판매', '제품']"
네오셈,"['특수 목적용 기계 제조업', '반도체 검사장비', '반도체와반도체장비', '네오', '경제', '반도체', '외국인', '만주', '공시', 'SSD']"
코아스,"['가구 제조업', '사무용가구,금속가구 도매,제조', '가구', '아스', '가구', '사무', '서비스', '렌탈', '공기', '환경']"
오상자이엘,"['컴퓨터 프로그래밍, 시스템 통합 및 관리업', 'CATIA Solution', '소프트웨어', '이엘', '경제', '진단', '키트', '코로나', '케어', '오상']"
네스엠,"['소프트웨어 개발 및 공급업', '모바일게임', '게임엔터테인먼트', '신스', '타임즈', '경제', '차트', '주주', '한경', '변경']"
제넥신,"['자연과학 및 공학 연구개발업', '항체융합단백질 치료제 및 유전자치료 백신개발', '생물공학', '신', '임상', '개발', 'GX', '코로나', '경제', '백신']"
글로스퍼랩스,"['해체, 선별 및 원료 재생업', '철스크랩', '철강', '스퍼', '랩스', '기술', '리조트', '진출', '보안', '데이터']"
대유에이텍,"['자동차 신품 부품 제조업', '자동차부품(자동차용 시트)제조', '자동차부품', '대유', '경제', '차트', '이익', '영업', '뉴스', '상승']"
제너셈,"['특수 목적용 기계 제조업', '반도체 후공정 장비', '반도체와반도체장비', '제너', '경제', '영업', '전환', '전년', '실적', '대비']"
세명전기,"['기타 금속 가공제품 제조업', '154kV, 345kV, 765kV 송전,변전,배전용 금구류, 섬유직기용 섹셔날 빔', '전기장비', '전기', '경제', '뉴스', '공항', '골든', '크로스', '외국인']"
앱클론,"['의료용품 및 기타 의약 관련제품 제조업', '항체의약품', '생물공학', '클론', '항체', '코로나', '개발', '치료제', '경제', '임상']"
코스모신소재,"['기타 화학제품 제조업', '이차전지양극활물질,기능성필름', '화학', '경제', '차트', '외국인', '기사', '상승', '기관', '단기']"
스타모빌리티,"['특수 목적용 기계 제조업', 'FPCB 공정 자동화 장비(가이드홀펀처, 비젼프레스, 커버레이가접기 등)', '기계', '스타', '모빌리티', '기자', '경제', '렌탈', '제주', '철회']"
동방,"['기타 운송관련 서비스업', '육상운송,해상운송,항만화물하역,보관,창고,물류사업', '화학', '경제', 'PBR', '차트', '업종', '전일', '대비', '뉴스']"
대원,"['건물 건설업', '아파트 시행 및 시공', '전기장비', '경제', '공사', '신축', '시설', '생활', '기자', '숙박']"
동성화학,"['기초 화학물질 제조업', '화합물,화학제품(폴리우레탄수지,접착제,표면처리제,특수도료,폴리올) 제조', '화학', '경제', '동성', '화학', '헤럴드', '결정', '기자', '현금']"
신한지주,"['기타 금융업', '금융지주회사', '은행', '금융', '신한', '신한은행', '경제', '은행', '고객', '그룹']"
한글과컴퓨터,"['소프트웨어 개발 및 공급업', '오피스소프트웨어', '소프트웨어', '한컴', '그룹', '한글', '컴퓨터', '경제', 'AI', '마스크']"
엘에스일렉트릭,"['LS', '산전', '경제', '그룹', '회장', '코로나', '스마트']"
에스와이,"['구조용 금속제품, 탱크 및 증기발생기 제조업', '샌드위치 패널', '건축자재', '에스', '경제', '제품', '개선', '만주', '전문', '영업']"
KISCO홀딩스,"['1차 철강 제조업', '지주사업', '철강', '홀딩스', 'KISCO', '영업', '경제', '전년', '운용', '대비']"
플리토,"['자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업', '언어 데이터 구축 및 판매', '양방향미디어와서비스', '플리', '경제', '기업', '판매', '단계', '규모', '데이터']"
스맥,"['특수 목적용 기계 제조업', '공작기계 및 산업용로봇제조', '기계', '경제', '기술', '스마트', '기계', '솔루션', '주주', '매입']"
현대엘리베이터,"['현대', '엘리베이터', '경제', '엘리', '베이', '개발', '결정']"
오션브릿지,"['특수 목적용 기계 제조업', '반도체 케미칼(HCDS, Ticl4 외), 반도체 장비', '반도체와반도체장비', '경제', '브릿지', '오션', '반도체', '장비', '한국', '공급']"
일신석재,"['건축자재, 철물 및 난방장치 도매업', '건축석 제조,도소매/석공예,석공사', '건축자재', '경제', '석재', '일신', '기관', '만주', '외국인', '뉴스']"
현대제철,"['1차 철강 제조업', 'H형강,제철,제강,철근,압연,스테인레스,주강,시트파일 제조,수출입,중기부품(탱크바퀴)제조,판매', '철강', '경제', '자동차', '사업', '가격', '영업', '철강', '코로나']"
한국자산신탁,"['신탁업 및 집합투자업', '부동산 신탁 서비스, REITs', '부동산', '경제', '신탁', '분석', '기사', '뉴스', '정배']"
안랩,"['소프트웨어 개발 및 공급업', '바이러스백신 프로그램', '소프트웨어', '보안', '대표', '악성', '경제', '정보', '코드', '사용']"
미원홀딩스,"['기타 금융업', '도료첨가제', '화학', '경제', '미원', '홀딩스', '기자', '헤럴드', 'com', '영업']"
큐브앤컴퍼니,"['기타 전문 도매업', '바이오리엑터(Bioreactor, 생물반응기)', '제약', '큐브', '컴퍼니', '바이오', '개발', '기업', '진단', '외국인']"
HDC,"['기타 금융업', '토목공사,건축공사,아파트분양사업,재개발/재건축사업', '건설', '인수', '아시아나항공', '현산', '현대산업개발', '경제', '아시아', '증자']"
디알젬,"['의료용 기기 제조업', '진단용 엑스선 촬영장치 및 부분품, X-ray 제너레이터 외', '건강관리장비와용품', '디알', '경제', '장비', '공급', '매수', '촬영', '엑스선']"
백광산업,"['기초 화학물질 제조업', '가성소다,합성염산 제조,판매', '화학', '경제', '백광', '산업', '한경', '뉴스', '기관', '기사']"
한국철강,"['1차 철강 제조업', '철근. 단조강. 파이프', '철강', '철강', '경제', '기자', '결정', '현금', '부문', '주당']"
바이오로그디바이스,"['전자부품 제조업', '모바일용 카메라모듈 부품외', '핸드셋', '바이오', '디바이스', '대표', '카메라', '경제', '기자', '이사']"
크린앤사이언스,"['일반 목적용 기계 제조업', '자동차용 여과지', '자동차부품', '크린', '사이언스', '영업', '경제', '분기', '헤럴드', '배당']"
키다리스튜디오,"['자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업', '만화, 소설 등 콘텐츠 제작 및 유통, 판매, 컴퓨터 프로그래밍, 시스템 통합 및 관리업', '양방향미디어와서비스', '경제', '키다리', '스튜디오', '기관', '만주', '외국인', '영업']"
원풍물산,"['봉제의복 제조업', '남성용신사복', '섬유,의류,신발,호화품', '물산', '원풍', '경제', '영업', '주가', '실적', '매출액']"
아톤,"['소프트웨어 개발 및 공급업', '모바일금융솔루션, mOTP 개발', '소프트웨어', '서비스', '보안', '솔루션', '핀테크', '인증', '경제', '인증서']"
신라젠,"['자연과학 및 공학 연구개발업', '펙사벡(바이러스 항암면역치료제)', '생물공학', '신라', '임상', '경제', '승인', '환자', '한국', '장암']"
대신정보통신,"['컴퓨터 프로그래밍, 시스템 통합 및 관리업', '금융S/W, OKnet, DS-NET, Output 솔루션', 'IT서비스', '정보', '대신', '통신', '경제', '공시', '자원', '용역']"
현대에너지솔루션,"['반도체 제조업', '태양광 셀·모듈, PV시스템, ESS', '에너지장비및서비스', '에너지', '솔루션', '현대', '경제', '기관', '만주', '매수']"
디케이디앤아이,"['아이', '디', '디케이', '경제', '외국인', '매수', '대량']"
코데즈컴바인,"['봉제의복 제조업', '패션의류', '섬유,의류,신발,호화품', '데즈', '바인', '경제', '테마', '아시아', '재무', '기사']"
그리티,"['봉제의복 제조업', '내의(원더브라, 플레이텍스, 미싱도로시, 르페)', '섬유,의류,신발,호화품', '경제', '헤럴드', 'com', '영업', '증권', '전년']"
유니드,"['기초 화학물질 제조업', '탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매', '화학', '유니', '영업', '경제', '전년', '대비', '동기', '증권']"
엠벤처투자,"['신탁업 및 집합투자업', '벤처캐피탈', '창업투자', '벤처', '거래', '재개', '기업', '심사', '결정', '거래소']"
유신,"['건축기술, 엔지니어링 및 관련 기술 서비스업', '토목설계 및 감리', '건설', '경제', 'PBR', '주가', '전문', '상승', '한경', '수주']"
엔에스쇼핑,"['무점포 소매업', 'TV홈쇼핑', '인터넷과카탈로그소매', '쇼핑', '경제', '엔에스', '한국', '기관', '영업', '만주']"
대림비앤코,"['대림', '경제', 'Co', '한경', '중단', '생산', '공장']"
한국팩키지,"['골판지, 종이 상자 및 종이용기 제조업', '카톤팩', '포장재', '경제', '보', '외국인', '대량', '뉴스', '영업', '개학']"
애경유화,"['기초 화학물질 제조업', '오르토프탈산디옥틸', '화학', '경유', '경제', '홀딩스', '영업', '전년', '만주', '대비']"
영풍제지,"['골판지, 종이 상자 및 종이용기 제조업', '골판지원지,지관원지,라이나원지 제조', '종이와목재', '제지', '영풍', '경제', '차트', '뉴스', '주가', '기관']"
트루윈,"['전자부품 제조업', '자동차용 센서(APS, TPS, IAPS, SLS)', '자동차부품', '트루', '영상', '경제', '적외선', '카메라', '센서', '발행']"
대한화섬,"['화학섬유 제조업', '화학섬유원사(FY,PTY,S.FIBER)제조', '화학', '경제', '화섬', '대한', '차트', '뉴스', '기사']"
정산애강,"['플라스틱제품 제조업', 'PB파이프,PB연결구', '건축제품', '정산', '경제', '영업', '전년', '이익', '대비']"
알엔투테크놀로지,"['전자부품 제조업', '이동통신부품(커플러), 의료기기용기판, 파우더', '통신장비', '테크놀로지', '경제', '취득', '공급', '신탁', '기사', '투자']"
신원,"['봉제의복 제조업', '여성,남성의류,스웨터,의복관련 악세사리,사카린,망초 제조,판매,수출입/섬유의류 도매/신용카드업/의류전문 물류대행 및 임대사업', '섬유,의류,신발,호화품', '경제', '보', '외국인', '만주', '기관', '뉴스', '아시아']"
F&F,"['봉제의복 제조업', '스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매', '섬유,의류,신발,호화품', '경제', '매출', '중국', '실적', '영업', 'MLB', '코로나']"
창해에탄올,"['알코올음료 제조업', '주정(발효주정, 정제주정) 등', '음료', '경제', '창해', '차트', '한경', '뉴스', '외국인', '매수']"
티에스이,"['측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외', 'Probe Card, Test Interface Board, LED Test Equipment', '반도체와반도체장비', '티에스', '경제', '만주', '외국인', '차트', '중기', '기관']"
지에스이,"['연료용 가스 제조 및 배관공급업', '도시가스', '가스유틸리티', '경제', '지에스', '업종', '매수', '외국인', '만주', '기준']"
S&T홀딩스,"['기타 금융업', '지배,경영지도,정리,육성', '자동차부품', 'T', '홀딩스', '경제', '영업', '전년', '대비', '기관']"
아이에이,"['전자부품 제조업', '자동차용 반도체', '반도체와반도체장비', '아이', '기술', '개발', '사업', '영업', '경제', '인프라']"
대한해운,"['해상 운송업', '외항화물운송,국제해운대리점', '해운사', '해운', '대한', '경제', 'LNG', 'PER', '종목', '기준']"
이마트,"['종합 소매업', '대형마트', '백화점과일반상점', '있', '상품', '경제', '판매', '고객', '매출', '행사']"
KPX케미칼,"['기초 화학물질 제조업', 'PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매', '화학', '미칼', 'KPX', '영업', '경제', '매출액', '대비']"
에이치엘사이언스,"['기타 식품 제조업', '건강기능식품 등', '제약', '제품', '에이치', '언스', '엘사이', '건강', '석류', '경제']"
현대로템,"['철도장비 제조업', '철도차량, 특수중기, 산업기계', '기계', '경제', '수주', '차량', '전동차', '등급', '영업', '철도']"
한국콜마홀딩스,"['기타 금융업', '화장품,의약부외품의 주문자표시 제조,도매', '화장품', '홀딩스', '경제', '매각', '기자', '영업', '공시', '매출액']"
경방,"['종합 소매업', '섬유류(면사,면혼방사,면직물,면혼방직물,화섬사,화섬직물) 제조,도매,수출입', '섬유,의류,신발,호화품', '경제', '차트', '한진', '한경', '지분', '주식', '주가']"
에이티세미콘,"['반도체 제조업', '반도체 PKG&TEST', '반도체와반도체장비', '세미', '에이티', '회사', '경제', '반도체', '분기', '부품']"
태평양물산,"['봉제의복 제조업', '봉제의류(자켓,파카,코트),침구 제조,우모가공,생활용품 도소매,무역', '섬유,의류,신발,호화품', '태평양', '물산', '경제', '생산', '코로나', '방호복', 'OEM']"
코미코,"['특수 목적용 기계 제조업', '반도체 부품 세정 및 코팅', '반도체와반도체장비', '경제', '분기', '반도체', '영업', '이익', '법인', '전년']"
엔에스,"['특수 목적용 기계 제조업', '2차전지 자동화 설비', '전기제품', '경제', '기관', '실적', '매출액', '만주', '영업', '대비']"
유니온,"['시멘트, 석회, 플라스터 및 그 제품 제조업', '백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매', '건축자재', '경제', '차트', '기사', '기관', '주가', '데일리', '외국인']"
대창,"['1차 비철금속 제조업', '황동봉,동합금괴 제조,판매', '철강', '경제', '영업', '매출액', '전환', '흑자', '뉴스', '평균']"
태경케미컬,"['기초 화학물질 제조업', '드라이아이스,액체탄산,고체탄산 제조', '화학', '태경', '화학', '영업', '경제', '전년', '공시', '대비']"
조선선재,"['기타 금속 가공제품 제조업', '용접재료', '철강', '조선', '선재', '경제', '아시아', '차트', '한국', '상승']"
이지웰,"['소프트웨어 개발 및 공급업', '선택적복리후생서비스', '상업서비스와공급품', '페어', '복지', '확대', '경제', '성장', '코로나', '온라인']"
한미약품,"['의약품 제조업', '의약품', '제약', '약품', '신약', '개발', '치료제', '경제', '임상', '기술']"
링크제니시스,"['소프트웨어 개발 및 공급업', '반도체, 디스플레이, 자동화 S/W 및 시스템 테스트 자동화 솔루션 개발(XCOMPRO, XGEM, MAT)', '소프트웨어', '링크', '제니', '시스', '경제', '인력', '체결', '협력']"
미코,"['반도체 제조업', '반도체 및 디스플레이 부품 제조', '기타', '경제', '진단', '코로나', '개발', '키트', '바이오', '영업']"
강스템바이오텍,"['기초 의약물질 및 생물학적 제제 제조업', '줄기세포치료제', '생물공학', '바이오', '스템', '텍', '치료', '코로나', '경제', '외국인']"
아이마켓코리아,"['상품 종합 도매업', 'B2B 전자상거래', '상업서비스와공급품', '코리아', '마켓', '제품', '러버', '메이드', '카트', '대차']"
하이트진로,"['알코올음료 제조업', '소주', '음료', '시장', '경제', '맥주', '소주', '테라', '지역', '출시']"
네오펙트,"['의료용 기기 제조업', '라파엘스마트글러브 외', '건강관리장비와용품', '오펙', '의료', '재활', '원격', '미국', '경제', '서비스']"
화인베스틸,"['1차 철강 제조업', '조선용 형강(부등변 부등후 앵글, 부등호 앵글, 등변앵글 평철 등)', '철강', '스틸', '경제', '화인', '차트', '외국인', '상승', '영업']"
한화생명,"['보험업', '생명보험', '생명보험', '생명', '한화', '보험', '경제', '고객', '코로나', '가입']"
이화산업,"['기타 전문 도매업', '염료(반응성염료,분산염료,범용염료,직접염료,산성염료),염료화성품,합성수지,고무 도매,제조', '화학', '한국', '상승세', '산업', '정배', '이화', '경제']"
신세계,"['종합 소매업', '백화점,할인점(E마트)', '백화점과일반상점', '신세계백화점', '점', '경제', '면세점', '고객', '브랜드', '코로나']"
컴투스,"['소프트웨어 개발 및 공급업', '모바일게임', '게임엔터테인먼트', '게임', '서머', '경제', '글로벌', '출시', '신작', '매출']"
대한항공,"['항공 여객 운송업', '여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매', '항공사', '항공', '대한', '경제', '코로나', '한진', '노선', '운항']"
대원제약,"['의약품 제조업', '의약품(해열소염진통제,진해거담제,동맥경화용제,혈압강하제 등), 건강기능식품(프로바이오틱스 등)', '제약', '대원', '제약', '경제', '코로나', '프로포폴', '수출', '룩셈부르크']"
코위버,"['통신 및 방송 장비 제조업', '가입가계 가입자계 광단국장치,SONs-51,OMS-155M,OCSU,E2 가입자 전송장비,SDS-2500 등', '통신장비', '경제', '영업', '실적', '헤럴드', '대비', '전년']"
테이팩스,"['플라스틱제품 제조업', 'OCA, 2차전지용 테이프, 산업용 랩 등', '화학', '팩스', '테이', '경제', '차트', '상승', '주가', '전지']"
옵티팜,"['의료용품 및 기타 의약 관련제품 제조업', '옵티케어, 메디피그 등', '제약', '경제', '백신', '개발', '동물', '돼지', '코로나', '상승세']"
HMM,"['해상 운송업', '정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운', '해운사', '상선', '현대', '경제', '해운', '얼라이언스', '있', '사장']"
삼일기업공사,"['건물 건설업', '도급공사', '건설', '공사', '기업', '경제', '매출액', '대비', '헤럴드', '영업']"
오공,"['기타 화학제품 제조업', '접착제,씰란트,광택제,연마제', '화학', '경제', '한국', '상승세', '정배', '외국인', '기관', '기업']"
이건홀딩스,"['제재 및 목재 가공업', '창호', '건축제품', '경제', '홀딩스', '창호', '기자', '성금', '코로나', '지역']"
